start_gesture_time,end_gesture_time,predicted_label,true_label,is_correct,send_time,inference_time,fps
16:40:38.388,16:40:38.438,Kiri,Kiri,True,16:40:38.439,0.05085,13.14
16:40:38.631,16:40:38.683,Kiri,Kiri,True,16:40:38.684,0.05166,13.04
16:40:38.894,16:40:38.957,Kiri,Kiri,True,16:40:38.957,0.06260,10.91
16:40:39.138,16:40:39.188,Kiri,Kiri,True,16:40:39.188,0.05063,13.07
16:40:39.367,16:40:39.418,Kiri,Kiri,True,16:40:39.418,0.05115,13.05
16:40:39.595,16:40:39.647,Kiri,Kiri,True,16:40:39.647,0.05178,13.15
16:40:39.826,16:40:39.876,Kiri,Kiri,True,16:40:39.877,0.05029,12.98
16:40:40.055,16:40:40.105,Kiri,Kiri,True,16:40:40.105,0.05023,13.13
16:40:40.268,16:40:40.319,Kiri,Kiri,True,16:40:40.320,0.05118,9.37
16:40:40.496,16:40:40.547,Kiri,Kiri,True,16:40:40.548,0.05111,13.24
16:40:40.759,16:40:40.814,Kiri,Kiri,True,16:40:40.815,0.05528,10.90
16:40:41.003,16:40:41.053,Kiri,Kiri,True,16:40:41.054,0.05074,13.05
16:40:41.231,16:40:41.284,Kiri,Kiri,True,16:40:41.284,0.05273,13.00
16:40:41.477,16:40:41.527,Kiri,Kiri,True,16:40:41.528,0.04941,13.06
16:40:41.755,16:40:41.808,Kiri,Kiri,True,16:40:41.808,0.05221,32.32
16:40:41.982,16:40:42.033,Kiri,Kiri,True,16:40:42.033,0.05069,13.14
16:40:42.212,16:40:42.262,Kiri,Kiri,True,16:40:42.262,0.05075,13.16
16:40:42.442,16:40:42.493,Kiri,Kiri,True,16:40:42.493,0.05081,12.93
16:40:42.672,16:40:42.723,Kiri,Kiri,True,16:40:42.723,0.05070,12.96
16:40:42.900,16:40:42.953,Kiri,Kiri,True,16:40:42.953,0.05234,13.09
16:40:43.177,16:40:43.228,Kiri,Kiri,True,16:40:43.228,0.05124,13.06
16:40:43.405,16:40:43.456,Kiri,Kiri,True,16:40:43.457,0.05071,13.01
16:40:43.637,16:40:43.690,Kiri,Kiri,True,16:40:43.690,0.05379,12.97
16:40:43.928,16:40:43.979,Kiri,Kiri,True,16:40:43.979,0.05127,32.30
16:40:44.218,16:40:44.269,Kiri,Kiri,True,16:40:44.269,0.05063,21.90
16:40:44.448,16:40:44.500,Kiri,Kiri,True,16:40:44.501,0.05172,13.04
16:40:44.677,16:40:44.730,Kiri,Kiri,True,16:40:44.730,0.05325,12.99
16:40:44.938,16:40:44.989,Kiri,Kiri,True,16:40:44.989,0.05056,10.90
16:40:45.169,16:40:45.219,Kiri,Kiri,True,16:40:45.220,0.05015,13.13
16:40:45.398,16:40:45.451,Kiri,Kiri,True,16:40:45.451,0.05323,12.97
16:40:45.629,16:40:45.683,Kiri,Kiri,True,16:40:45.683,0.05381,13.04
16:40:45.858,16:40:45.909,Kiri,Kiri,True,16:40:45.910,0.05069,13.05
16:40:46.089,16:40:46.142,Kiri,Kiri,True,16:40:46.143,0.05276,12.97
16:40:46.320,16:40:46.374,Kiri,Kiri,True,16:40:46.374,0.05363,12.83
16:40:46.552,16:40:46.600,Kiri,Kiri,True,16:40:46.601,0.04875,12.95
16:40:46.783,16:40:46.834,Kiri,Kiri,True,16:40:46.834,0.05105,12.79
16:40:47.012,16:40:47.065,Kiri,Kiri,True,16:40:47.065,0.05217,13.06
16:40:47.258,16:40:47.310,Kiri,Kiri,True,16:40:47.311,0.05169,21.62
16:40:47.472,16:40:47.524,Kiri,Kiri,True,16:40:47.524,0.05193,32.88
16:40:47.702,16:40:47.752,Kiri,Kiri,True,16:40:47.752,0.04994,13.02
16:40:47.931,16:40:47.983,Kiri,Kiri,True,16:40:47.984,0.05131,13.12
16:40:48.162,16:40:48.213,Kiri,Kiri,True,16:40:48.214,0.05072,13.05
16:40:48.392,16:40:48.443,Kiri,Kiri,True,16:40:48.443,0.05107,12.93
16:40:52.543,16:40:52.601,Stop,Stop,True,16:40:52.601,0.05730,13.04
16:40:52.788,16:40:52.839,Stop,Stop,True,16:40:52.840,0.05091,13.03
16:40:53.017,16:40:53.068,Stop,Stop,True,16:40:53.069,0.05074,13.06
16:40:53.246,16:40:53.300,Stop,Stop,True,16:40:53.301,0.05430,13.06
16:40:53.476,16:40:53.528,Stop,Stop,True,16:40:53.528,0.05180,13.12
16:40:53.706,16:40:53.759,Stop,Stop,True,16:40:53.759,0.05285,13.06
16:40:53.935,16:40:53.987,Stop,Stop,True,16:40:53.987,0.05128,13.03
16:40:54.166,16:40:54.218,Stop,Stop,True,16:40:54.218,0.05180,13.01
16:40:54.397,16:40:54.447,Stop,Stop,True,16:40:54.448,0.04973,12.92
16:40:54.626,16:40:54.678,Stop,Stop,True,16:40:54.679,0.05201,13.04
16:40:54.855,16:40:54.905,Stop,Stop,True,16:40:54.906,0.04982,13.12
16:40:55.085,16:40:55.137,Stop,Stop,True,16:40:55.137,0.05227,13.12
16:40:55.316,16:40:55.368,Stop,Stop,True,16:40:55.369,0.05120,12.88
16:40:55.544,16:40:55.596,Stop,Stop,True,16:40:55.597,0.05198,13.08
16:40:55.791,16:40:55.841,Stop,Stop,True,16:40:55.841,0.05022,13.05
16:40:56.019,16:40:56.071,Stop,Stop,True,16:40:56.072,0.05172,13.12
16:40:56.250,16:40:56.298,Stop,Stop,True,16:40:56.300,0.04882,13.06
16:40:56.478,16:40:56.530,Stop,Stop,True,16:40:56.530,0.05149,12.98
16:40:56.708,16:40:56.760,Stop,Stop,True,16:40:56.760,0.05174,13.13
16:40:56.937,16:40:56.988,Stop,Stop,True,16:40:56.988,0.05123,13.03
16:40:57.167,16:40:57.219,Stop,Stop,True,16:40:57.220,0.05174,13.10
16:40:57.395,16:40:57.452,Stop,Stop,True,16:40:57.452,0.05690,13.23
16:40:57.640,16:40:57.692,Stop,Stop,True,16:40:57.693,0.05185,13.12
16:40:57.869,16:40:57.923,Stop,Stop,True,16:40:57.923,0.05390,13.09
16:40:58.099,16:40:58.149,Stop,Stop,True,16:40:58.149,0.05075,12.99
16:40:58.327,16:40:58.377,Stop,Stop,True,16:40:58.377,0.05050,13.10
16:40:58.558,16:40:58.609,Stop,Stop,True,16:40:58.610,0.05133,13.11
16:40:58.789,16:40:58.842,Stop,Stop,True,16:40:58.843,0.05294,12.93
16:40:59.019,16:40:59.069,Stop,Stop,True,16:40:59.069,0.05086,13.13
16:40:59.248,16:40:59.298,Stop,Stop,True,16:40:59.299,0.05067,13.04
16:40:59.478,16:40:59.531,Stop,Stop,True,16:40:59.531,0.05311,13.08
16:40:59.710,16:40:59.762,Stop,Stop,True,16:40:59.763,0.05180,12.93
16:40:59.940,16:40:59.992,Stop,Stop,True,16:40:59.992,0.05236,12.98
16:41:00.186,16:41:00.236,Stop,Stop,True,16:41:00.237,0.05002,13.06
16:41:00.430,16:41:00.483,Stop,Stop,True,16:41:00.483,0.05221,11.83
16:41:00.659,16:41:00.713,Stop,Stop,True,16:41:00.713,0.05337,13.09
16:41:00.889,16:41:00.941,Stop,Stop,True,16:41:00.941,0.05125,13.13
16:41:01.118,16:41:01.170,Stop,Stop,True,16:41:01.170,0.05174,13.09
16:41:01.348,16:41:01.404,Stop,Stop,True,16:41:01.404,0.05568,13.11
16:41:01.594,16:41:01.651,Stop,Stop,True,16:41:01.651,0.05694,13.07
16:41:01.839,16:41:01.894,Stop,Stop,True,16:41:01.894,0.05507,12.95
16:41:02.070,16:41:02.122,Stop,Stop,True,16:41:02.122,0.05152,12.97
16:41:02.301,16:41:02.353,Stop,Stop,True,16:41:02.354,0.05274,13.15
16:41:02.530,16:41:02.582,Stop,Stop,True,16:41:02.582,0.05275,13.08
16:41:02.760,16:41:02.811,Stop,Stop,True,16:41:02.811,0.05093,13.03
16:41:02.987,16:41:03.039,Stop,Stop,True,16:41:03.039,0.05165,13.15
16:41:03.220,16:41:03.272,Stop,Stop,True,16:41:03.272,0.05218,12.97
16:41:03.449,16:41:03.501,Stop,Stop,True,16:41:03.502,0.05226,13.05
16:41:03.678,16:41:03.731,Stop,Stop,True,16:41:03.731,0.05276,13.12
16:41:03.909,16:41:03.960,Stop,Stop,True,16:41:03.960,0.05079,13.13
